Emp_ID,Age,Join_Date,Department,Salary
1257,,2019-08-29 00:00:00,HR,159000
1437,40.0,2025-10-03 00:00:00,Sales,70000
1043,44.0,05/17/2022,Marketing,164000
1324,56.0,2021-12-02 00:00:00,HR,109000
1342,45.0,2023-06-02 00:00:00,IT,$107000
1470,43.0,2018-02-14 00:00:00,Sales,171000
1107,47.0,2021-10-22 00:00:00,hr,54000
1322,39.0,2019-06-17 00:00:00,,144000
1071,30.0,2021-02-05 00:00:00,Marketing,154000
1183,58.0,,Sales,173000
1194,44.0,2022-03-18 00:00:00,Operations,
1434,-24.0,,,152000
1467,50.0,2020-07-13 00:00:00,,152000
1464,23.0,2025-11-16 00:00:00,Ops,122000
1216,24.0,2022-12-13 00:00:00,marketing,88000
1369,51.0,,HR,50000
1326,42.0,2019-04-10 00:00:00,Sales,31000
1399,35.0,2018-11-24 00:00:00,operations,167000
1398,58.0,2022-05-11 00:00:00,Sales,-176000
1356,47.0,2024-03-05 00:00:00,Operations,66000
1455,51.0,2019-01-16 00:00:00,Operations,141000
1084,51.0,2019-07-31 00:00:00,HR,126000
1312,34.0,2019-03-18 00:00:00,IT,$175000
1217,29.0,2020-08-28 00:00:00,Operations,114000
1110,44.0,2021-06-25 00:00:00,it,
1052,37.0,2024-05-23 00:00:00,Marketing,151000
1282,44.0,2020-06-12 00:00:00,Operations,126000
1156,41.0,2025-11-27 00:00:00,Operations,147000
1158,35.0,2024-01-16 00:00:00,Sales,$60000
1153,,2025-11-09 00:00:00,IT,â‚¹132000
1315,54.0,2025-11-13 00:00:00,Finance,166000
1378,,2023-04-23 00:00:00,IT,159000
1251,37.0,2023-08-06 00:00:00,Sales,47000
1231,22.0,2021-07-20 00:00:00,Sales,164000
1235,30.0,2019-11-03 00:00:00,Finance,â‚¹91000
1463,54.0,2019-07-06 00:00:00,IT,165000
1157,46.0,2022-06-05 00:00:00, HR ,98000
1117,,2021-11-10 00:00:00,sales,â‚¹121000
1025,57.0,2025-06-10 00:00:00, HR ,52000
1280,25.0,2024-06-01 00:00:00,HR,82000
1357,,2020-12-13 00:00:00,IT,123000
1458,26.0,2023-12-23 00:00:00,Sales,87000
1388,38.0,2018-02-21 00:00:00,OPERATIONS,-138000
1004,,2021-04-15 00:00:00,Sales,117000
1034,29.0,2021-05-15 00:00:00,Operations,128000
1167,52.0,2024-10-17 00:00:00,Operations,145000
1363,23.0,2020-11-22 00:00:00,Operations,81000
1408,25.0,2021-10-01 00:00:00,Marketing,55000
1012,55.0,2024-09-19 00:00:00,it,117000
1159,55.0,2020-08-11 00:00:00,Marketing,$145000
1409,,,Sales,108000
1353,,2025-05-05 00:00:00,Finance,â‚¹52000
1209,33.0,2025-05-16 00:00:00,IT,75000
1331,28.0,2025-09-10 00:00:00, IT ,137000
1297,29.0,2019-03-12 00:00:00,SALES,92000
1242,22.0,2018-01-06 00:00:00,Marketing,$103000
1220,42.0,2025-08-01 00:00:00,HR,93000
1019,37.0,2023-06-13 00:00:00,Marketing,67000
1249,,2018-09-22 00:00:00,Operations,$57000
1261,42.0,2018-12-30 00:00:00,Operations,110000
1306,57.0,2024-11-15 00:00:00,Operations,154000
1333,22.0,2022-06-03 00:00:00,IT,113000
1138,,"June 19, 2022",Operations,130000
1174,39.0,,Operations,-29000
1118,24.0,2025-08-02 00:00:00,Marketing,139000
1086,36.0,2025-02-15 00:00:00,Ops,$129000
1270,52.0,2020-08-23 00:00:00,IT,33000
1168,27.0,2023-12-04 00:00:00,IT,
1278,34.0,,IT,75000
1289,58.0,2023-02-18 00:00:00,OPERATIONS,45000
1319,57.0,2025-04-04 00:00:00,HR,98000
1260,,2024-10-03 00:00:00,SALES,$169000
1011,33.0,2019-12-03 00:00:00,Finance,154000
1262,28.0,2018-07-17 00:00:00,Operations,67000
1311,,2019-11-04 00:00:00,Operations,$129000
1027,30.0,2020-12-08 00:00:00,Marketing,134000
1015,23.0,2020-07-31 00:00:00,it,40000
1087,37.0,2019-07-10 00:00:00,Finance,163000
1239,58.0,2023-08-19 00:00:00,IT,157000
1449,28.0,2023-10-16 00:00:00,HR,34000
1276,36.0,2022-12-20 00:00:00, Finance ,131000
1208,28.0,2019-05-11 00:00:00,OPERATIONS,69000
1214,53.0,2023-07-08 00:00:00,Marketing,46000
1287,36.0,2021-06-11 00:00:00,Finance,174000
1128,52.0,2019-07-07 00:00:00,,
1459,49.0,2022-11-19 00:00:00,Finance,â‚¹85000
1165,37.0,"December 29, 2020",Finance,
1396,37.0,2018-09-17 00:00:00,Sales,73000
1203,26.0,2024-09-15 00:00:00,Marketing,132000
1465,57.0,2022-01-15 00:00:00, HR ,$57000
1253,42.0,2018-01-05 00:00:00,finance,145000
1126,56.0,2023-09-11 00:00:00,Marketing,36000
1402,32.0,2024-03-02 00:00:00,Finance,161000
1152,23.0,"December 23, 2020",Sales,38000
1185,44.0,2024-02-17 00:00:00,Sales,40000
1370,39.0,2024-11-16 00:00:00,HR,78000
1405,36.0,,Operations,166000
1445,41.0,2025-08-09 00:00:00,,172000
1306,57.0,2024-11-15 00:00:00,Operations,154000
1049,,05/20/2021,Sales,169000
1189,36.0,2018-11-27 00:00:00,Operations,48000
1422,55.0,"October 28, 2022",HR,169000
1250,58.0,2022-06-06 00:00:00,Marketing,69000
1428,24.0,2023-01-24 00:00:00,IT,87000
1406,44.0,2020-12-21 00:00:00,SALES,90000
1125,31.0,2018-01-07 00:00:00,HR,72000
1373,,2020-11-07 00:00:00,operations,-110000
1134,26.0,2023-12-09 00:00:00,Finance,88000
1413,44.0,2018-04-10 00:00:00,HR,138000
1441,36.0,,IT,55000
1412,55.0,2018-10-21 00:00:00,Marketing,
1382,30.0,2023-04-06 00:00:00,Operations,147000
1179,35.0,11/20/2018,finance,
1291,,2023-12-27 00:00:00,Finance,107000
1098,49.0,"July 30, 2018",Sales,51000
1274,48.0,2025-05-06 00:00:00,Sales,69000
1021,52.0,2023-12-16 00:00:00,sales,
1091,22.0,"August 16, 2019", Sales ,$69000
1104,38.0,,Operations,58000
1149,47.0,2021-10-20 00:00:00,Finance,75000
1236,23.0,2022-10-25 00:00:00, IT ,172000
1042,43.0,2022-08-31 00:00:00,Marketing,174000
1175,25.0,2018-07-01 00:00:00,HR,â‚¹39000
1188,55.0,2020-02-26 00:00:00,Finance,93000
1047,34.0,2024-12-19 00:00:00,HR,54000
1029,48.0,09/26/2019,HR,70000
1206,54.0,2018-04-11 00:00:00,Finance,$46000
1156,41.0,2025-11-27 00:00:00,Operations,147000
1320,42.0,,FINANCE,138000
1184,37.0,2025-05-05 00:00:00, Finance ,150000
1468,58.0,2018-06-05 00:00:00,Operations,173000
1247,37.0,2022-06-12 00:00:00, Operations ,
1453,26.0,2021-10-19 00:00:00,it,145000
1283,40.0,2019-03-19 00:00:00,Finance,108000
1116,33.0,10/31/2021,MARKETING,â‚¹60000
1314,42.0,2022-04-25 00:00:00,Sales,88000
1207,35.0,2021-11-27 00:00:00,Marketing,140000
1224,30.0,2021-05-21 00:00:00,finance,-117000
1245,39.0,2020-04-10 00:00:00,sales,â‚¹52000
1309,41.0,2024-04-22 00:00:00,Operations,112000
1264,26.0,2022-03-18 00:00:00,IT,48000
1002,34.0,2025-11-12 00:00:00,HR,96000
1390,34.0,2018-02-08 00:00:00,HR,85000
1169,32.0,2023-11-02 00:00:00,OPERATIONS,174000
1373,,2020-11-07 00:00:00,operations,-110000
1454,33.0,2024-08-24 00:00:00,Operations,116000
1460,51.0,2019-02-04 00:00:00,HR,
1020,57.0,2023-06-17 00:00:00,FINANCE,39000
1001,37.0,2019-02-24 00:00:00,sales,
1077,49.0,2023-12-16 00:00:00,Operations,â‚¹68000
1255,44.0,2018-04-26 00:00:00,Finance,â‚¹169000
1010,22.0,2019-04-15 00:00:00,Sales,$112000
1364,22.0,2020-12-14 00:00:00,IT,
1360,,2025-11-22 00:00:00,IT,168000
1293,43.0,"September 14, 2025",Finance,150000
1037,,"September 29, 2020",Sales,43000
1325,57.0,,Operations,86000
1358,25.0,2019-12-19 00:00:00,,157000
1053,39.0,10/18/2023,IT,129000
1356,47.0,2024-03-05 00:00:00,Operations,66000
1227,41.0,2019-06-30 00:00:00,operations,160000
1055,51.0,2020-10-26 00:00:00,OPERATIONS,55000
1365,39.0,08/30/2025,HR,76000
1221,39.0,2022-02-20 00:00:00,Marketing,25000
1277,55.0,2018-08-19 00:00:00,hr,154000
1074,,,HR,
1056,39.0,2023-11-19 00:00:00,IT,100000
1400,24.0,2021-05-29 00:00:00,HR,$49000
1415,23.0,2024-01-13 00:00:00,Sales,91000
1202,40.0,2018-10-11 00:00:00,Marketing,60000
1103,-38.0,2023-06-17 00:00:00,,126000
1252,56.0,2022-04-16 00:00:00,Finance,149000
1036,35.0,2019-11-27 00:00:00,Finance,$110000
1450,24.0,08/31/2024,Finance,$36000
1092,23.0,2018-08-03 00:00:00,Marketing,41000
1439,55.0,2020-05-06 00:00:00,IT,160000
1133,,2018-10-03 00:00:00,Operations,123000
1031,34.0,02/15/2021,Finance,155000
1171,44.0,"January 26, 2024",IT,
1199,34.0,2019-07-09 00:00:00,Marketing,122000
1411,47.0,2025-10-29 00:00:00,HR,75000
1032,38.0,,Sales,105000
1330,23.0,2019-04-30 00:00:00,Operations,41000
1038,31.0,01/23/2018,IT,â‚¹81000
1083,56.0,2022-02-07 00:00:00,Finance,90000
1294,30.0,2018-03-31 00:00:00,hr,34000
1166,51.0,2022-07-19 00:00:00,Operations,55000
1219,54.0,2025-08-14 00:00:00,HR,130000
1142,58.0,2020-05-13 00:00:00,Marketing,32000
1233,31.0,2021-06-23 00:00:00,HR,64000
1328,35.0,2022-10-04 00:00:00,HR,136000
1039,29.0,2023-03-19 00:00:00,Sales,138000
1240,41.0,2024-03-15 00:00:00,FINANCE,169000
1151,41.0,2023-09-09 00:00:00,Sales,169000
1320,42.0,,FINANCE,138000
1451,41.0,2020-05-09 00:00:00, HR ,161000
1057,25.0,10/27/2025,Operations,$150000
1095,55.0,2023-09-02 00:00:00,IT,54000
1290,39.0,2019-11-22 00:00:00,HR,$47000
1332,47.0,2024-02-14 00:00:00,operations,120000
1352,38.0,2020-10-08 00:00:00, IT ,164000
1193,,2022-11-26 00:00:00,IT,177000
1067,42.0,"April 20, 2019",Marketing,25000
1323,41.0,2024-06-03 00:00:00,IT,106000
1045,,2022-10-22 00:00:00,MARKETING,91000
1062,,08/14/2020,Operations,75000
1063,,2021-06-13 00:00:00,Sales,$137000
1403,42.0,2022-08-16 00:00:00,Marketing,107000
1307,43.0,2018-07-26 00:00:00,Sales,128000
1112,43.0,2018-12-12 00:00:00,,137000
1337,45.0,09/20/2021,Marketing,103000
1461,,07/24/2019,Operations,62000
1030,37.0,2025-11-12 00:00:00,IT,â‚¹81000
1048,29.0,"November 02, 2019",IT,104000
1318,32.0,2025-08-31 00:00:00,IT,100000
1013,27.0,"October 11, 2018",Sales,57000
1018,49.0,2023-03-10 00:00:00,IT,$165000
1099,44.0,2022-02-14 00:00:00,Finance,134000
1129,56.0,2018-05-30 00:00:00, HR ,37000
1146,41.0,2019-04-01 00:00:00,Sales,86000
1113,40.0,2021-10-17 00:00:00,IT,
1180,34.0,2024-08-03 00:00:00,SALES,78000
1384,49.0,2023-10-18 00:00:00,Sales,94000
1351,24.0,2022-10-24 00:00:00,Marketing,122000
1054,,2020-06-26 00:00:00,HR,173000
1269,,2021-11-09 00:00:00,Marketing,175000
1394,56.0,2020-02-17 00:00:00,Sales,144000
1211,47.0,2021-11-26 00:00:00,Marketing,101000
1415,23.0,2024-01-13 00:00:00,Sales,91000
1035,33.0,2021-05-17 00:00:00,IT,78000
1005,36.0,2022-04-06 00:00:00,Operations,66000
1438,42.0,2022-04-02 00:00:00,Marketing,41000
1006,56.0,2019-11-01 00:00:00,Finance,167000
1281,22.0,2019-06-26 00:00:00,Sales,-82000
1161,24.0,2019-12-19 00:00:00,HR,34000
1469,27.0,2024-11-03 00:00:00,Marketing,44000
1354,45.0,2025-08-19 00:00:00,HR,167000
1347,55.0,"September 20, 2024",,97000
1173,36.0,"April 04, 2018",Marketing,164000
1267,,2019-12-01 00:00:00,IT,54000
1100,,2021-01-24 00:00:00,Finance,
1302,39.0,09/26/2025,Marketing,$67000
1345,32.0,2019-04-30 00:00:00,Marketing,54000
1444,24.0,2023-05-27 00:00:00,Marketing,162000
1124,37.0,2018-07-15 00:00:00,Operations,
1384,49.0,2023-10-18 00:00:00,Sales,94000
1346,,2018-06-26 00:00:00,SALES,
1237,58.0,2019-10-07 00:00:00,IT,54000
1201,42.0,2022-05-29 00:00:00,SALES,â‚¹164000
1300,24.0,2022-01-15 00:00:00,Finance,$54000
1336,41.0,2019-09-17 00:00:00,Finance,â‚¹134000
1131,33.0,2021-08-08 00:00:00,Finance,103000
1051,39.0,2024-01-14 00:00:00,Marketing,176000
1137,54.0,2020-04-03 00:00:00,HR,31000
1139,55.0,2024-03-08 00:00:00,HR,58000
1172,46.0,2022-03-27 00:00:00,Operations,$163000
1140,32.0,2025-12-15 00:00:00,Sales,-45000
1334,38.0,2020-01-13 00:00:00,Sales,165000
1313,,2018-07-18 00:00:00,Marketing,148000
1222,56.0,2022-10-26 00:00:00, Marketing ,97000
1182,44.0,2022-01-13 00:00:00,Marketing,145000
1448,27.0,2018-04-13 00:00:00,SALES,112000
1426,22.0,2022-08-19 00:00:00,Operations,
1050,,2022-09-17 00:00:00,IT,117000
1022,58.0,,IT,174000
1423,31.0,07/29/2021,Marketing,102000
1417,45.0,2018-03-20 00:00:00,Operations,122000
1162,22.0,2024-10-04 00:00:00, Finance ,164000
1348,48.0,2024-07-14 00:00:00,HR,155000
1196,33.0,2024-03-31 00:00:00,marketing,47000
1230,54.0,2022-05-24 00:00:00,IT,86000
1409,,,Sales,108000
1148,57.0,2024-03-16 00:00:00,Marketing,165000
1007,42.0,2018-09-29 00:00:00,Sales,105000
1223,,2025-01-08 00:00:00,,65000
1272,,2024-03-28 00:00:00,Finance,158000
1462,34.0,2021-07-20 00:00:00,Ops,136000
1135,-28.0,2025-11-23 00:00:00, Sales ,150000
1243,31.0,,HR,158000
1200,42.0,2025-10-18 00:00:00,FINANCE,126000
1362,38.0,2024-06-12 00:00:00,Marketing,169000
1350,24.0,2023-12-17 00:00:00,it,58000
1195,31.0,2025-02-09 00:00:00,Marketing,$52000
1120,52.0,03/21/2024,Operations,56000
1273,-24.0,2019-08-31 00:00:00,Sales,50000
1456,36.0,2024-12-01 00:00:00,Finance,109000
1383,22.0,2020-02-12 00:00:00,Sales,â‚¹88000
1431,23.0,08/14/2024,HR,-48000
1155,44.0,2025-08-20 00:00:00, Operations ,â‚¹148000
1244,30.0,2022-06-04 00:00:00,sales,58000
1205,,2019-02-08 00:00:00,Sales,167000
1238,45.0,2019-09-07 00:00:00,IT,132000
1447,39.0,07/29/2023,Finance,102000
1027,30.0,2020-12-08 00:00:00,Marketing,134000
1060,50.0,"August 07, 2024",Finance,40000
1420,39.0,10/31/2021,operations,122000
1387,53.0,2023-03-15 00:00:00,IT,
1136,50.0,"August 25, 2025",Finance,41000
1329,,2018-10-28 00:00:00,Finance,172000
1028,45.0,2019-08-30 00:00:00,IT,35000
1177,25.0,2025-03-20 00:00:00,Sales,131000
1432,50.0,2018-12-16 00:00:00,Marketing,155000
1376,58.0,2018-10-20 00:00:00,FINANCE,106000
1296,22.0,2025-06-03 00:00:00, Sales ,180000
1108,31.0,2019-08-23 00:00:00,HR,â‚¹44000
1086,36.0,2025-02-15 00:00:00,Ops,$129000
1327,40.0,2020-02-28 00:00:00,IT,67000
1372,33.0,"July 05, 2019",Operations,105000
1226,,2021-11-08 00:00:00,Marketing,
1339,35.0,2024-03-09 00:00:00,Sales,63000
1122,23.0,2019-02-10 00:00:00,Operations,$62000
1197,48.0,2018-12-13 00:00:00,Sales,87000
1395,31.0,2020-12-14 00:00:00,,154000
1212,-31.0,2025-10-11 00:00:00,Marketing,60000
1386,,2019-02-23 00:00:00,HR,27000
1254,37.0,2018-08-18 00:00:00,HR,124000
1429,25.0,2022-12-06 00:00:00,Finance,98000
1079,41.0,2022-10-04 00:00:00,Marketing,75000
1421,31.0,2021-03-07 00:00:00,Finance,58000
1305,43.0,2025-09-20 00:00:00,IT,88000
1075,56.0,2021-07-21 00:00:00,Marketing,34000
1044,46.0,2025-08-13 00:00:00,OPERATIONS,144000
1176,42.0,"August 10, 2019",SALES,101000
1017,48.0,2018-08-10 00:00:00,operations,128000
1442,44.0,2025-02-24 00:00:00,OPERATIONS,-97000
1271,50.0,"November 16, 2019",hr,
1410,58.0,2020-06-28 00:00:00,marketing,
1093,24.0,2025-05-22 00:00:00,Marketing,
1249,,2018-09-22 00:00:00,Operations,$57000
1121,,2020-06-28 00:00:00,Finance,
1359,32.0,2022-01-13 00:00:00,IT,47000
1401,37.0,2020-01-03 00:00:00,Sales,52000
1134,26.0,2023-12-09 00:00:00,Finance,88000
1032,38.0,,Sales,105000
1414,31.0,2018-12-18 00:00:00,IT,62000
1190,27.0,2022-11-13 00:00:00,Finance,49000
1229,42.0,2020-10-11 00:00:00,IT,178000
1338,30.0,2020-03-15 00:00:00,operations,44000
1078,31.0,2025-02-25 00:00:00,Finance,144000
1379,46.0,2020-10-10 00:00:00,Marketing,58000
1303,52.0,2025-08-10 00:00:00,Sales,116000
1466,,2025-03-15 00:00:00,Marketing,179000
1090,43.0,2019-05-31 00:00:00,hr,166000
1310,52.0,2022-01-28 00:00:00,it,
1058,33.0,10/31/2020,marketing,41000
1380,51.0,01/24/2024,Sales,â‚¹163000
1008,37.0,2024-01-17 00:00:00,Sales,174000
1132,44.0,2022-11-17 00:00:00,it,128000
1440,42.0,"June 13, 2024",Finance,169000
1141,,2025-03-10 00:00:00,SALES,179000
1144,44.0,2019-06-20 00:00:00,Sales,-106000
1316,30.0,"April 16, 2025",HR,107000
1068,53.0,2018-07-31 00:00:00,sales,98000
1130,50.0,2022-05-03 00:00:00,HR,152000
1143,47.0,2018-10-26 00:00:00,HR,148000
1402,32.0,2024-03-02 00:00:00,Finance,161000
1436,25.0,2018-05-31 00:00:00,IT,179000
1040,32.0,2023-04-29 00:00:00,HR,95000
1259,36.0,2019-12-20 00:00:00,Operations,â‚¹57000
