Emp_ID,Age,Join_Date,Department,Salary
1411,47,29-10-2025,HR,75000
1032,38,12-12-2021,Sales,105000
1330,23,30-04-2019,Operations,41000
1038,31,23-01-2018,IT,81000
1083,56,02-07-2022,Finance,90000
1166,51,19-07-2022,Operations,55000
1219,54,14-08-2025,HR,130000
1142,58,13-05-2020,Marketing,32000
1233,31,23-06-2021,HR,64000
1328,35,10-04-2022,HR,136000
1039,29,19-03-2023,Sales,138000
1240,41,15-03-2024,Finance,169000
1451,41,09-05-2020,HR,161000
1057,25,27-10-2025,Operations,150000
1095,55,09-02-2023,IT,54000
1290,39,22-11-2019,HR,47000
1332,47,14-02-2024,Operations,120000
1352,38,10-08-2020,IT,164000
1193,40,26-11-2022,IT,177000
1067,42,20-04-2019,Marketing,25000
1045,40,22-10-2022,Marketing,91000
1062,40,14-08-2020,Operations,75000
1063,40,13-06-2021,Sales,137000
1403,42,16-08-2022,Marketing,107000
1307,43,26-07-2018,Sales,128000
1112,43,12-12-2018,Other,137000
1461,40,24-07-2019,Operations,62000
1030,37,12-11-2025,IT,81000
1048,29,02-11-2019,IT,104000
1318,32,31-08-2025,IT,100000
1013,27,11-10-2018,Sales,57000
1018,49,10-03-2023,IT,165000
1099,44,14-02-2022,Finance,134000
1129,56,30-05-2018,HR,37000
1146,41,04-01-2019,Sales,86000
1113,40,17-10-2021,IT,101500
1180,34,08-03-2024,Sales,78000
1384,49,18-10-2023,Sales,94000
1351,24,24-10-2022,Marketing,122000
1054,40,26-06-2020,HR,173000
1269,40,11-09-2021,Marketing,175000
1394,56,17-02-2020,Sales,144000
1211,47,26-11-2021,Marketing,101000
1035,33,17-05-2021,IT,78000
1005,36,06-04-2022,Operations,66000
1438,42,04-02-2022,Marketing,41000
1006,56,11-01-2019,Finance,167000
1281,22,26-06-2019,Sales,96000
1161,24,19-12-2019,HR,34000
1469,27,03-11-2024,Marketing,44000
1354,45,19-08-2025,HR,167000
1347,55,20-09-2024,Other,97000
1173,36,04-04-2018,Marketing,164000
1267,40,12-01-2019,IT,54000
1100,40,24-01-2021,Finance,109500
1302,39,26-09-2025,Marketing,67000
1345,32,30-04-2019,Marketing,54000
1444,24,27-05-2023,Marketing,162000
1124,37,15-07-2018,Operations,111000
1346,40,26-06-2018,Sales,96000
1237,58,07-10-2019,IT,54000
1201,42,29-05-2022,Sales,164000
1300,24,15-01-2022,Finance,54000
1336,41,17-09-2019,Finance,134000
1131,33,08-08-2021,Finance,103000
1051,39,14-01-2024,Marketing,176000
1137,54,04-03-2020,HR,31000
1139,55,03-08-2024,HR,58000
1172,46,27-03-2022,Operations,163000
1140,32,15-12-2025,Sales,96000
1334,38,13-01-2020,Sales,165000
1313,40,18-07-2018,Marketing,148000
1222,56,26-10-2022,Marketing,97000
1182,44,13-01-2022,Marketing,145000
1448,27,13-04-2018,Sales,112000
1426,22,19-08-2022,Operations,111000
1050,40,17-09-2022,IT,117000
1022,58,12-12-2021,IT,174000
1423,31,29-07-2021,Marketing,102000
1417,45,20-03-2018,Operations,122000
1162,22,04-10-2024,Finance,164000
1348,48,14-07-2024,HR,155000
1196,33,31-03-2024,Marketing,47000
1230,54,24-05-2022,IT,86000
1148,57,16-03-2024,Marketing,165000
1007,42,29-09-2018,Sales,105000
1223,40,01-08-2025,Other,65000
1272,40,28-03-2024,Finance,158000
1462,34,20-07-2021,Operations,136000
1135,40,23-11-2025,Sales,150000
1200,42,18-10-2025,Finance,126000
1362,38,12-06-2024,Marketing,169000
1350,24,17-12-2023,IT,58000
1195,31,09-02-2025,Marketing,52000
1120,52,21-03-2024,Operations,56000
1273,40,31-08-2019,Sales,50000
1456,36,01-12-2024,Finance,109000
1383,22,02-12-2020,Sales,88000
1431,23,14-08-2024,HR,94000
1155,44,20-08-2025,Operations,148000
1244,30,04-06-2022,Sales,58000
1205,40,08-02-2019,Sales,167000
1238,45,07-09-2019,IT,132000
1447,39,29-07-2023,Finance,102000
1060,50,07-08-2024,Finance,40000
1420,39,31-10-2021,Operations,122000
1387,53,15-03-2023,IT,101500
1136,50,25-08-2025,Finance,41000
1329,40,28-10-2018,Finance,172000
1028,45,30-08-2019,IT,35000
1177,25,20-03-2025,Sales,131000
1432,50,16-12-2018,Marketing,155000
1376,58,20-10-2018,Finance,106000
1296,22,03-06-2025,Sales,180000
1108,31,23-08-2019,HR,44000
1327,40,28-02-2020,IT,67000
1372,33,05-07-2019,Operations,105000
1226,40,11-08-2021,Marketing,101000
1339,35,09-03-2024,Sales,63000
1122,23,02-10-2019,Operations,62000
1197,48,13-12-2018,Sales,87000
1395,31,14-12-2020,Other,154000
1212,40,11-10-2025,Marketing,60000
1386,40,23-02-2019,HR,27000
1254,37,18-08-2018,HR,124000
1429,25,06-12-2022,Finance,98000
1079,41,10-04-2022,Marketing,75000
1421,31,03-07-2021,Finance,58000
1305,43,20-09-2025,IT,88000
1075,56,21-07-2021,Marketing,34000
1044,46,13-08-2025,Operations,144000
1176,42,10-08-2019,Sales,101000
1017,48,08-10-2018,Operations,128000
1442,44,24-02-2025,Operations,111000
1271,50,16-11-2019,HR,94000
1410,58,28-06-2020,Marketing,101000
1093,24,22-05-2025,Marketing,101000
1121,40,28-06-2020,Finance,109500
1359,32,13-01-2022,IT,47000
1401,37,01-03-2020,Sales,52000
1414,31,18-12-2018,IT,62000
1190,27,13-11-2022,Finance,49000
1229,42,11-10-2020,IT,178000
1338,30,15-03-2020,Operations,44000
1078,31,25-02-2025,Finance,144000
1379,46,10-10-2020,Marketing,58000
1303,52,08-10-2025,Sales,116000
1466,40,15-03-2025,Marketing,179000
1090,43,31-05-2019,HR,166000
1310,52,28-01-2022,IT,101500
1058,33,31-10-2020,Marketing,41000
1380,51,24-01-2024,Sales,163000
1008,37,17-01-2024,Sales,174000
1132,44,17-11-2022,IT,128000
1440,42,13-06-2024,Finance,169000
1141,40,10-03-2025,Sales,179000
1144,44,20-06-2019,Sales,96000
1316,30,16-04-2025,HR,107000
1068,53,31-07-2018,Sales,98000
1130,50,03-05-2022,HR,152000
1143,47,26-10-2018,HR,148000
1436,25,31-05-2018,IT,179000
1040,32,29-04-2023,HR,95000
1259,36,20-12-2019,Operations,57000
